identifier,identifier 2,identifier_filename,repository,repository_location,collection_identifier,collection,title,name,name_authority,name_type,name_role,item_type,internet_media_type,form,form_URI,extent,abstract,date_text,date_single/start,date_end,date_qualifier,shelf_locator,subject_broad_local,subject_lcsh,subject_lcsh_authority,subject_lcsh_URI,subject_lcsh 2,subject_lcsh_authority 2,subject_lcsh_URI 2,subject_name 1,subject_name_URI 1,subject_name 2,subject_name_URI 2,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,project_title,project_URL,Column,Column2,rights,record_source,record_creation_date,cd_phase
cDanielSports:50,daniel_Sports_0052,0012_003299_001180_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Little Elwood called me a bad name and bit me!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,Sports (general),,,Violence,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A50,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A50/datastream/TN/view/Little%20Elwood%20called%20me%20a%20bad%20name%20and%20bit%20me%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:2,daniel_Knoxville_0002,0012_003299_000572_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Hardhats recommended,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Victor Ashe,,,Knox Consolidation,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A2,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A2/datastream/TN/view/Hardhats%20recommended.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:167,daniel_International_0030,0012_003299_000464_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Invitation to a disarmament conference,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1963,circa 1963,,,International Politics,International Politics,Arms race,,,Mao Zedong,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A167,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A167/datastream/TN/view/Invitation%20to%20a%20disarmament%20conference.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:318,daniel_NationalPolitics_0334,0012_003299_001092_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Just so they don't curb his peace-making powers.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Middle East,,,Peace Talks,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A318,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A318/datastream/TN/view/Just%20so%20they%20don%27t%20curb%20his%20peace-making%20powers..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:154,daniel_Knoxville_0172,0012_003299_000726_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Closed for Martin Luther King Jr Day,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Dwight Kessel,,,Profanity,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A154,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A154/datastream/TN/view/Closed%20for%20Martin%20Luther%20King%20Jr%20Day.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielUT:15,daniel_UT_0020,0012_003299_001633_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",We flat bang categorically deny it!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,UT & UT Sports,UT & UT Sports,UT Scandals,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A15,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A15/datastream/TN/view/We%20flat%20bang%20categorically%20deny%20it%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:97,daniel_Sports_0099,0012_003299_001227_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",This is Howard Cosell at courtside,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,Howard Cosell,,,Sports Commentators,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A97,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A97/datastream/TN/view/This%20is%20Howard%20Cosell%20at%20courtside.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:201,daniel_NationalPolitics_0211,0012_003299_000975_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",The Statue of Liberty burns his draft card,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Vietnam,,,William Fulbright,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A201,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A201/datastream/TN/view/The%20Statue%20of%20Liberty%20burns%20his%20draft%20card.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:167,daniel_NationalPolitics_0175,0012_003299_000941_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",And I baptize (drown) you...,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Fundamentalists,,,Moderates,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A167,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A167/datastream/TN/view/And%20I%20baptize%20%28drown%29%20you%C2%85.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:101,daniel_NationalPolitics_0108,0012_003299_000875_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",New York's sky scraper (uncollected garbage),"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,New York City,,,Strikes,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A101,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A101/datastream/TN/view/New%20York%27s%20sky%20scraper%20%28uncollected%20garbage%29.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:30,daniel_Causes_0025,0012_003299_000225_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Reading, 'Riting and OCR","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,2007,2007,,,Causes,Causes,education,,,civil rights,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A30,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A30/datastream/TN/view/Reading%2C%20%27Riting%20and%20OCR.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:207,daniel_NationalPolitics_0218,0012_003299_000981_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Senator Fulbright, I presume.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,William Fulbright,,,Vietnam,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A207,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A207/datastream/TN/view/Senator%20Fulbright%2C%20I%20presume..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:122,daniel_Tennessee_0132,0012_003299_001546_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Alaska is the 49th state, not Tennessee!","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Schools,,,Funding,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A122,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A122/datastream/TN/view/Alaska%20is%20the%2049th%20state%2C%20not%20Tennessee%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:203,daniel_Causes_0204,0012_003299_000398_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",How does Santa know all about us,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,Christmas,,,internet,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A203,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A203/datastream/TN/view/How%20does%20Santa%20know%20all%20about%20us.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:3,daniel_Sports_0003,0012_003299_001131_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Passing up my last two years of high school.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,NBA,,,Draft,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A3,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A3/datastream/TN/view/Passing%20up%20my%20last%20two%20years%20of%20high%20school..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:93,daniel_Taxes-Economy_0102,0012_003299_001398_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Thanks, I needed that","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,Business,,,Christmas Sales,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A93,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A93/datastream/TN/view/Thanks%2C%20I%20needed%20that.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielLabor:23,daniel_LaborUnions-Strikes_0028,0012_003299_000756_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",People who make the on strike signs are on strike,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Labor Unions & Strikes,Labor Unions & Strikes,Strikes,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A23,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A23/datastream/TN/view/People%20who%20make%20the%20on%20strike%20signs%20are%20on%20strike.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
